"country","group","exp_pts","exp_gf","exp_gd","first_in_group","second_in_group","third_in_group","r16","qtrs","semis","finals","champ","date"
"Korea Republic","A",2.15499999999992,2.03259999999985,-4.82940000000021,0.0045,0.0753000000000011,0.444299999999967,0.297499999999984,0.0911000000000016,0.0288999999999999,0.0043,9e-04,2019-06-09
"Italy","C",6.29300000000066,6.04360000000018,2.34619999999994,0.284999999999985,0.550799999999956,0.160099999999999,0.991299999999907,0.311199999999982,0.0881000000000015,0.0127,0.0031,2019-06-09
"Cameroon","E",2.47410000000002,1.97659999999984,-2.25759999999992,0.0528000000000005,0.138000000000001,0.321999999999981,0.397799999999973,0.071900000000001,0.0146,0.0034,5e-04,2019-06-09
"Thailand","F",0.771699999999967,1.15189999999991,-10.7081,0,0.0047,0.165199999999998,0.0432000000000002,0.0012,1e-04,0,0,2019-06-09
"Scotland","D",2.6169000000001,4.15310000000021,-1.43329999999992,0.0173,0.136200000000001,0.580299999999952,0.566399999999954,0.0970000000000018,0.0174,0.0019,3e-04,2019-06-09
"France","A",7.41789999999996,7.49030000000017,6.49500000000019,0.775199999999931,0.213299999999993,0.011,0.999499999999906,0.834499999999924,0.500299999999961,0.337899999999979,0.204799999999994,2019-06-10
"Germany","B",8.08859999999949,5.99520000000018,5.06200000000022,0.862199999999921,0.127700000000002,0.0098,0.999699999999906,0.831199999999925,0.571299999999953,0.428199999999969,0.249399999999989,2019-06-10
"Spain","B",4.84830000000029,4.55610000000017,0.57839999999999,0.126600000000002,0.531699999999958,0.334399999999979,0.950499999999912,0.322499999999981,0.122600000000002,0.0435000000000002,0.0132,2019-06-10
"Norway","A",5.84810000000041,5.25980000000014,3.2361000000001,0.218199999999992,0.69379999999994,0.0862000000000014,0.989499999999907,0.637999999999946,0.311799999999982,0.109400000000002,0.0426000000000002,2019-06-10
"Australia","C",4.00960000000016,6.35030000000021,2.46219999999994,0.119400000000002,0.208799999999993,0.659999999999944,0.948199999999912,0.440599999999968,0.201799999999994,0.0592000000000007,0.0184999999999999,2019-06-10
"Brazil","C",6.76400000000021,6.37740000000018,4.51960000000019,0.592599999999951,0.246799999999989,0.160499999999999,0.998199999999906,0.609299999999949,0.353799999999977,0.138900000000001,0.0559000000000006,2019-06-10
"England","D",7.12830000000016,5.67160000000019,3.15690000000008,0.730199999999936,0.229399999999991,0.0325999999999999,0.990699999999907,0.589699999999951,0.319099999999981,0.118900000000002,0.0513000000000004,2019-06-10
"Argentina","D",2.22989999999993,1.50889999999988,-2.53809999999998,0.0194999999999999,0.109700000000002,0.339099999999979,0.316399999999981,0.0427000000000002,0.0064,8e-04,1e-04,2019-06-10
"Canada","E",6.44630000000027,3.48900000000018,1.95069999999985,0.522399999999959,0.366699999999976,0.100600000000002,0.982299999999908,0.51139999999996,0.254799999999988,0.109500000000002,0.0428000000000002,2019-06-10
"New Zealand","E",2.8496000000001,2.08349999999987,-1.65479999999989,0.0640000000000008,0.179099999999997,0.401699999999972,0.502799999999961,0.108800000000002,0.0237999999999999,0.0049,0.001,2019-06-10
"Chile","F",2.5413000000001,2.27119999999994,-3.52360000000011,0.004,0.0611000000000007,0.77979999999993,0.428199999999969,0.0544000000000005,0.00810000000000001,0.002,4e-04,2019-06-10
"USA","F",7.81619999999975,10.8444999999999,9.6711,0.78769999999993,0.203699999999994,0.0086,0.999899999999906,0.774399999999931,0.470999999999964,0.337599999999979,0.219099999999992,2019-06-10
"Nigeria","A",1.60469999999989,1.59479999999987,-4.90340000000019,0.0019,0.0184999999999999,0.450599999999967,0.215499999999993,0.0511000000000004,0.0133,0.0028,4e-04,2019-06-10
"South Africa","B",0.862699999999955,1.78799999999984,-5.41590000000022,0.0013,0.0062,0.122000000000002,0.0779000000000012,0.0149,0.0033,5e-04,1e-04,2019-06-10
"Japan","D",4.30400000000018,3.48450000000016,0.958099999999963,0.225799999999991,0.481499999999963,0.211799999999993,0.823599999999926,0.385899999999974,0.187799999999996,0.0581000000000006,0.0184999999999999,2019-06-10
"Jamaica","C",0.316399999999994,1.22239999999991,-9.31930000000001,0,0.0019,0.0144,0.01,2e-04,0,0,0,2019-06-10
"Netherlands","E",5.48050000000029,4.4807000000002,1.95449999999986,0.400499999999972,0.369399999999976,0.165699999999998,0.902799999999917,0.41879999999997,0.188599999999996,0.0680000000000009,0.0223999999999999,2019-06-10
"Sweden","F",6.13850000000052,6.90390000000019,4.6050000000002,0.208199999999993,0.732199999999936,0.0580000000000006,0.990899999999907,0.582899999999952,0.231099999999991,0.128200000000002,0.0472000000000003,2019-06-10
"China PR","B",3.30290000000006,2.18639999999991,-0.2245,0.0099,0.334399999999979,0.533799999999958,0.69179999999994,0.222899999999992,0.0844000000000014,0.0284999999999999,0.00750000000000001,2019-06-10
"Korea Republic","A",2.16159999999992,2.03159999999984,-4.8277000000002,0.0047,0.0744000000000011,0.452199999999967,0.313299999999982,0.0958000000000017,0.0251999999999999,0.0048,0.0011,2019-06-10
"Italy","C",6.31470000000067,6.04920000000017,2.33749999999993,0.287999999999985,0.542499999999957,0.165099999999998,0.988399999999907,0.316899999999981,0.0904000000000016,0.0129,0.0027,2019-06-10
"Cameroon","E",1.83479999999986,1.43909999999989,-2.25039999999991,0.0131,0.0848000000000014,0.33199999999998,0.299399999999983,0.0516000000000005,0.0101,0.0024,5e-04,2019-06-10
"Thailand","F",0.72589999999997,1.12559999999991,-10.7524999999999,1e-04,0.003,0.153599999999999,0.0427000000000002,5e-04,2e-04,0,0,2019-06-10
"Scotland","D",2.50590000000006,3.90180000000018,-1.5768999999999,0.0244999999999999,0.179399999999997,0.41649999999997,0.537799999999957,0.101000000000002,0.0207999999999999,0.003,5e-04,2019-06-10
"France","A",7.37389999999998,7.41300000000018,6.4194000000002,0.774999999999931,0.209999999999993,0.0148,0.999699999999906,0.832199999999925,0.485299999999963,0.319799999999981,0.189599999999995,2019-06-11
"Germany","B",8.10639999999947,6.0200000000002,5.0866000000002,0.867199999999921,0.121000000000002,0.0112,0.999199999999906,0.839499999999924,0.575699999999953,0.42429999999997,0.250699999999989,2019-06-11
"Spain","B",4.83510000000027,4.55020000000018,0.552699999999992,0.120700000000002,0.534999999999957,0.336099999999979,0.958799999999911,0.302499999999983,0.112900000000002,0.0391000000000001,0.0114,2019-06-11
"Norway","A",5.84210000000044,5.24480000000014,3.24920000000012,0.217699999999992,0.68949999999994,0.0911000000000016,0.993399999999907,0.643599999999945,0.311499999999982,0.110300000000002,0.0420000000000002,2019-06-11
"Australia","C",3.98220000000017,6.2252000000002,2.33099999999992,0.113100000000002,0.199999999999994,0.671499999999942,0.954699999999911,0.447699999999967,0.213799999999993,0.0642000000000008,0.0203999999999999,2019-06-11
"Brazil","C",6.81770000000017,6.41770000000018,4.59320000000021,0.609499999999949,0.24019999999999,0.1501,0.998899999999906,0.637899999999946,0.361399999999977,0.1462,0.0626000000000008,2019-06-11
"England","D",7.12610000000016,5.63040000000019,3.12860000000008,0.738199999999935,0.223199999999992,0.0320999999999999,0.992599999999907,0.589499999999951,0.318099999999981,0.118900000000002,0.0488000000000004,2019-06-11
"Argentina","D",2.23909999999992,1.52609999999988,-2.49099999999996,0.0178999999999999,0.112700000000002,0.338899999999979,0.32589999999998,0.0407000000000001,0.0058,5e-04,0,2019-06-11
"Canada","E",6.51930000000027,3.54030000000017,2.04099999999986,0.520099999999959,0.383199999999974,0.0885000000000015,0.985199999999908,0.518099999999959,0.255199999999988,0.108600000000002,0.0405000000000001,2019-06-11
"New Zealand","E",2.06599999999988,1.3286999999999,-1.78389999999986,0.0132,0.0928000000000016,0.457699999999966,0.386099999999974,0.0664000000000009,0.0161,0.0042,9e-04,2019-06-11
"Chile","F",2.25120000000002,1.95999999999984,-3.86530000000015,0,0.0047,0.863499999999921,0.358199999999977,0.0386000000000001,0.0063,8e-04,1e-04,2019-06-11
"USA","F",7.87519999999974,17.8652999999983,16.897699999999,0.823699999999926,0.172599999999997,0.0037,0.999999999999906,0.78719999999993,0.479599999999963,0.357499999999977,0.23579999999999,2019-06-11
"Nigeria","A",1.63509999999988,1.58029999999987,-4.83760000000022,0.0021,0.0205999999999999,0.451599999999967,0.229099999999991,0.0603000000000007,0.0133,0.0026,3e-04,2019-06-11
"South Africa","B",0.867499999999954,1.78779999999985,-5.38240000000017,9e-04,0.00780000000000001,0.123100000000002,0.0789000000000012,0.0132,0.003,3e-04,0,2019-06-11
"Japan","D",4.28880000000019,3.48920000000018,0.956799999999963,0.218599999999992,0.487799999999963,0.210899999999993,0.823499999999926,0.380099999999974,0.185699999999996,0.0531000000000005,0.0157,2019-06-11
"Jamaica","C",0.330899999999995,1.2347999999999,-9.14480000000004,1e-04,0.0026,0.0164,0.012,3e-04,1e-04,0,0,2019-06-11
"Netherlands","E",6.40230000000033,3.84570000000018,1.98979999999985,0.455699999999966,0.439699999999968,0.0916000000000016,0.979199999999908,0.454399999999966,0.199699999999994,0.071400000000001,0.0216999999999999,2019-06-11
"Sweden","F",6.65780000000077,7.24800000000013,5.30130000000024,0.176299999999997,0.821399999999926,0.0023,0.999599999999906,0.588899999999951,0.227499999999991,0.126300000000002,0.0483000000000004,2019-06-11
"China PR","B",3.29980000000007,2.14769999999989,-0.256899999999999,0.0112,0.336199999999979,0.529599999999958,0.700299999999939,0.214599999999993,0.0827000000000013,0.0280999999999999,0.00720000000000001,2019-06-11
"Korea Republic","A",2.17359999999993,2.00049999999983,-4.83100000000022,0.0052,0.0799000000000013,0.442499999999968,0.316699999999981,0.0917000000000016,0.0280999999999999,0.0057,0.001,2019-06-11
"Italy","C",6.27080000000068,5.97890000000019,2.22059999999991,0.277299999999986,0.557199999999955,0.161999999999998,0.992099999999907,0.309099999999982,0.0875000000000015,0.0132,0.0022,2019-06-11
"Cameroon","E",1.86979999999986,1.42819999999989,-2.24689999999992,0.011,0.0843000000000014,0.362199999999976,0.32839999999998,0.0491000000000004,0.0094,0.0019,4e-04,2019-06-11
"Thailand","F",0.656399999999978,0.906699999999936,-18.3336999999987,0,0.0013,0.130500000000002,0.0396000000000001,9e-04,0,0,0,2019-06-11
"Scotland","D",2.51260000000007,3.9191000000002,-1.5943999999999,0.0252999999999999,0.176299999999997,0.41809999999997,0.547899999999956,0.0935000000000017,0.0212999999999999,0.003,4e-04,2019-06-11
"France","A",8.45989999999916,8.07080000000017,6.64440000000022,0.985199999999908,0.0147,1e-04,0.999999999999906,0.851699999999923,0.465999999999965,0.32609999999998,0.194799999999995,2019-06-12
"Germany","B",8.74009999999877,4.84110000000019,4.5298000000002,0.986799999999908,0.0127,5e-04,0.999999999999906,0.87229999999992,0.59869999999995,0.445699999999967,0.253699999999988,2019-06-12
"Spain","B",4.36120000000013,3.92120000000028,1.04429999999993,0.0089,0.668799999999943,0.317499999999981,0.977699999999909,0.273799999999986,0.0990000000000018,0.0353,0.0088,2019-06-12
"Norway","A",5.06080000000034,5.71130000000008,2.98700000000009,0.0148,0.932899999999914,0.0523000000000005,0.999299999999906,0.628799999999947,0.32799999999998,0.109500000000002,0.0439000000000002,2019-06-12
"Australia","C",3.97350000000016,6.26040000000018,2.33529999999992,0.113900000000002,0.201099999999994,0.670199999999943,0.952099999999911,0.448799999999967,0.215299999999993,0.0589000000000007,0.0207999999999999,2019-06-12
"Brazil","C",6.81800000000021,6.44180000000014,4.57980000000021,0.60669999999995,0.24339999999999,0.1497,0.999099999999906,0.638699999999946,0.363899999999976,0.139100000000001,0.0543000000000005,2019-06-12
"England","D",7.10950000000017,5.6474000000002,3.12960000000008,0.730199999999936,0.230999999999991,0.0313999999999999,0.990999999999907,0.589699999999951,0.337599999999979,0.124100000000003,0.0520000000000005,2019-06-12
"Argentina","D",2.26539999999994,1.53179999999988,-2.50559999999997,0.0209999999999999,0.119800000000002,0.33389999999998,0.323299999999981,0.0414000000000002,0.0061,5e-04,1e-04,2019-06-12
"Canada","E",6.51360000000024,3.51280000000019,2.00239999999985,0.525399999999958,0.381399999999974,0.0847000000000014,0.984499999999908,0.518499999999959,0.256199999999988,0.103300000000002,0.0411000000000002,2019-06-12
"New Zealand","E",2.1027999999999,1.3314999999999,-1.72169999999987,0.0124,0.0977000000000018,0.458099999999966,0.376299999999975,0.0568000000000006,0.0122,0.003,4e-04,2019-06-12
"Chile","F",2.26050000000002,1.95669999999984,-3.86220000000015,2e-04,0.0058,0.862099999999921,0.318299999999981,0.0275999999999999,0.0051,2e-04,0,2019-06-12
"USA","F",7.8765999999997,17.8832999999984,16.8928999999989,0.823899999999926,0.171599999999997,0.0045,0.999999999999906,0.810399999999927,0.474699999999964,0.359299999999977,0.232399999999991,2019-06-12
"Nigeria","A",3.37010000000039,2.42639999999989,-2.64440000000005,0,0.0522000000000005,0.932199999999914,0.663599999999943,0.173199999999997,0.0476000000000003,0.00820000000000001,0.0016,2019-06-12
"South Africa","B",0.937399999999947,1.80889999999984,-5.25680000000024,7e-04,0.00730000000000001,0.135200000000001,0.0804000000000013,0.0139,0.0031,2e-04,0,2019-06-12
"Japan","D",4.2753000000002,3.48480000000017,0.961799999999964,0.224099999999992,0.466199999999965,0.223299999999992,0.807699999999927,0.373799999999975,0.186599999999996,0.0570000000000006,0.0198999999999999,2019-06-12
"Jamaica","C",0.348699999999993,1.2540999999999,-9.13560000000002,1e-04,0.0032,0.0167,0.0115,3e-04,0,0,0,2019-06-12
"Netherlands","E",6.36300000000035,3.79010000000019,1.91549999999986,0.452799999999966,0.433199999999969,0.0997000000000018,0.975399999999909,0.446199999999967,0.198699999999994,0.0753000000000011,0.0247999999999999,2019-06-12
"Sweden","F",6.65670000000081,7.32550000000017,5.36550000000021,0.175799999999997,0.821499999999926,0.0027,0.999599999999906,0.585399999999952,0.205599999999994,0.112400000000002,0.0422000000000002,2019-06-12
"China PR","B",3.22240000000005,2.10149999999987,-0.317299999999995,0.0036,0.311199999999982,0.546799999999956,0.663499999999943,0.197399999999995,0.0761000000000012,0.0240999999999999,0.0066,2019-06-12
"Korea Republic","A",0.703299999999975,0.724299999999951,-6.98700000000025,0,2e-04,0.0154,0.0064,0.0012,3e-04,0,0,2019-06-12
"Italy","C",6.24930000000066,5.99130000000017,2.22049999999991,0.279299999999986,0.552299999999955,0.163399999999998,0.990299999999907,0.318399999999981,0.0904000000000016,0.0136,0.002,2019-06-12
"Cameroon","E",1.86879999999986,1.41499999999989,-2.1961999999999,0.0094,0.0877000000000015,0.357499999999977,0.315099999999982,0.0459000000000003,0.00830000000000001,0.0016,4e-04,2019-06-12
"Thailand","F",0.649999999999978,0.895599999999935,-18.3961999999987,1e-04,0.0011,0.130700000000002,0.0257999999999999,1e-04,0,0,0,2019-06-12
"Scotland","D",2.51080000000006,3.9130000000002,-1.5857999999999,0.0246999999999999,0.182999999999996,0.411399999999971,0.539099999999957,0.0857000000000014,0.0204999999999999,0.0026,2e-04,2019-06-12
